GAME_DATE,player_name,points,rebounds,assists,threept_fg,steals,blocks,minutes
2025-11-19,Alex Caruso,2,4,5,0,1,1,21
2025-10-22,Jordan Clarkson,4,1,1,0,0,0,13
2025-10-24,Jordan Clarkson,6,3,0,2,0,1,16
2025-10-26,Jordan Clarkson,8,3,2,0,0,0,15
2025-10-28,Jordan Clarkson,10,1,1,2,0,0,17
2025-10-31,Jordan Clarkson,6,1,2,1,0,1,13
2025-11-02,Jordan Clarkson,15,0,2,3,0,0,18
2025-11-03,Jordan Clarkson,15,1,2,2,0,0,21
2025-11-05,Jordan Clarkson,7,0,0,1,1,0,16
2025-11-09,Jordan Clarkson,11,2,3,1,2,0,18
2025-11-11,Jordan Clarkson,13,3,2,3,0,0,17
2025-11-12,Jordan Clarkson,5,1,1,1,1,0,11
2025-11-14,Jordan Clarkson,24,5,3,3,0,0,33
2025-11-17,Jordan Clarkson,14,3,3,0,1,0,26
2025-11-19,Jordan Clarkson,8,4,0,0,0,0,20
2025-10-22,John Collins,14,7,1,1,1,2,28
2025-10-24,John Collins,10,6,2,0,2,0,24
2025-10-26,John Collins,16,6,1,1,2,0,26
2025-10-28,John Collins,5,7,0,0,1,1,23
2025-10-31,John Collins,14,3,1,1,0,0,19
2025-11-03,John Collins,12,3,0,2,0,0,25
2025-11-04,John Collins,17,4,1,1,1,0,25
2025-11-06,John Collins,13,4,1,2,1,1,23
2025-11-08,John Collins,19,4,2,2,1,0,28
2025-11-10,John Collins,9,7,0,1,1,1,31
2025-11-12,John Collins,2,4,0,0,0,2,21
2025-11-14,John Collins,8,3,0,0,2,0,24
2025-11-16,John Collins,17,2,0,1,0,0,30
2025-11-17,John Collins,11,7,0,0,0,0,28
2025-11-20,John Collins,9,4,0,0,1,1,25
2025-10-22,Zach Collins,0,0,0,0,0,0,0
2025-10-25,Zach Collins,0,0,0,0,0,0,0
2025-10-27,Zach Collins,0,0,0,0,0,0,0
2025-10-29,Zach Collins,0,0,0,0,0,0,0
2025-10-31,Zach Collins,0,0,0,0,0,0,0
2025-11-02,Zach Collins,0,0,0,0,0,0,0
2025-11-04,Zach Collins,0,0,0,0,0,0,0
2025-11-07,Zach Collins,0,0,0,0,0,0,0
2025-11-08,Zach Collins,0,0,0,0,0,0,0
2025-11-10,Zach Collins,0,0,0,0,0,0,0
2025-11-12,Zach Collins,0,0,0,0,0,0,0
2025-11-16,Zach Collins,0,0,0,0,0,0,0
2025-11-17,Zach Collins,0,0,0,0,0,0,0
2025-11-19,Zach Collins,0,0,0,0,0,0,0
2025-10-22,Mike Conley,3,2,0,1,1,0,13
2025-10-24,Mike Conley,0,2,1,0,0,0,9
2025-10-26,Mike Conley,6,1,4,1,0,0,24
2025-10-27,Mike Conley,10,3,4,1,1,1,26
2025-10-29,Mike Conley,8,4,6,2,3,2,29
2025-11-01,Mike Conley,10,3,6,2,1,0,29
2025-11-03,Mike Conley,9,3,7,2,0,0,24
2025-11-05,Mike Conley,8,0,6,2,0,0,19
2025-11-07,Mike Conley,5,1,2,1,0,0,16
2025-11-09,Mike Conley,6,3,3,2,1,0,18
2025-11-10,Mike Conley,5,2,2,1,0,0,18
2025-11-14,Mike Conley,6,1,3,2,1,0,18
2025-11-15,Mike Conley,5,1,2,1,0,0,25
2025-11-17,Mike Conley,5,2,3,1,3,0,16
2025-11-19,Mike Conley,10,1,6,1,1,0,27
2025-10-22,Pat Connaughton,0,0,0,0,0,0,0
2025-10-25,Pat Connaughton,0,0,0,0,0,0,0
2025-10-26,Pat Connaughton,4,0,1,0,0,0,3
2025-10-28,Pat Connaughton,0,0,0,0,0,0,0
2025-10-30,Pat Connaughton,0,0,0,0,0,0,2
2025-11-01,Pat Connaughton,0,0,0,0,0,0,0
2025-11-02,Pat Connaughton,6,1,0,2,0,1,14
2025-11-04,Pat Connaughton,3,1,1,1,0,0,11
2025-11-07,Pat Connaughton,6,5,0,0,0,0,10
2025-11-10,Pat Connaughton,0,5,0,0,1,0,8
2025-11-12,Pat Connaughton,11,2,2,2,0,0,11
2025-11-14,Pat Connaughton,0,0,1,0,2,0,10
2025-11-15,Pat Connaughton,3,4,1,1,1,0,16
2025-11-17,Pat Connaughton,5,1,0,0,0,0,9
2025-11-19,Pat Connaughton,13,2,1,3,1,0,16
2025-10-21,Stephen Curry,23,1,4,3,3,1,32
2025-10-23,Stephen Curry,42,6,7,6,3,1,37
2025-10-24,Stephen Curry,35,6,3,7,1,2,27
2025-10-27,Stephen Curry,16,4,3,4,0,0,30
2025-10-28,Stephen Curry,19,2,8,2,2,0,25
2025-10-30,Stephen Curry,27,6,4,4,1,0,35
2025-11-01,Stephen Curry,24,0,2,4,1,0,29
2025-11-04,Stephen Curry,28,4,3,5,1,1,34
2025-11-05,Stephen Curry,0,0,0,0,0,0,0
2025-11-07,Stephen Curry,0,0,0,0,0,0,0
2025-11-09,Stephen Curry,0,0,0,0,0,0,0
2025-11-11,Stephen Curry,11,1,0,1,1,0,20
2025-11-12,Stephen Curry,46,5,5,5,2,0,33
2025-11-14,Stephen Curry,49,4,2,9,2,0,36
2025-11-16,Stephen Curry,9,5,3,1,0,1,28
2025-11-18,Stephen Curry,34,3,9,7,3,0,34
2025-11-19,Stephen Curry,0,0,0,0,0,0,0
2025-10-22,Anthony Davis,22,13,1,2,2,1,32
2025-10-24,Anthony Davis,27,13,4,0,2,2,38
2025-10-26,Anthony Davis,25,10,3,0,3,2,34
2025-10-27,Anthony Davis,26,11,3,1,0,1,38
2025-10-29,Anthony Davis,4,4,0,0,1,0,7
2025-11-01,Anthony Davis,0,0,0,0,0,0,0
2025-11-03,Anthony Davis,0,0,0,0,0,0,0
2025-11-05,Anthony Davis,0,0,0,0,0,0,0
2025-11-07,Anthony Davis,0,0,0,0,0,0,0
2025-11-08,Anthony Davis,0,0,0,0,0,0,0
2025-11-10,Anthony Davis,0,0,0,0,0,0,0
2025-11-12,Anthony Davis,0,0,0,0,0,0,0
2025-11-14,Anthony Davis,0,0,0,0,0,0,0
2025-11-16,Anthony Davis,0,0,0,0,0,0,0
2025-11-17,Anthony Davis,0,0,0,0,0,0,0
2025-11-19,Anthony Davis,0,0,0,0,0,0,0
2025-10-22,DeMar DeRozan,29,6,9,1,2,1,37
2025-10-24,DeMar DeRozan,7,3,6,0,2,0,37
2025-10-26,DeMar DeRozan,21,6,3,2,1,0,40
2025-10-28,DeMar DeRozan,19,1,3,0,2,0,33
2025-10-29,DeMar DeRozan,19,6,5,0,0,0,35
2025-11-01,DeMar DeRozan,29,4,3,0,0,0,41
2025-11-03,DeMar DeRozan,19,3,0,0,1,0,36
2025-11-05,DeMar DeRozan,25,2,2,0,1,0,36
2025-11-07,DeMar DeRozan,18,5,3,4,0,0,29
2025-11-09,DeMar DeRozan,22,3,2,3,1,0,29
2025-11-11,DeMar DeRozan,18,1,2,2,1,1,31
2025-11-12,DeMar DeRozan,4,2,2,0,1,0,19
2025-11-14,DeMar DeRozan,6,3,5,0,2,0,34
2025-11-16,DeMar DeRozan,27,2,4,1,2,0,39
2025-11-19,DeMar DeRozan,17,3,5,0,3,0,35
2025-11-20,DeMar DeRozan,7,0,2,0,1,0,15
2025-10-22,Donte DiVincenzo,7,4,2,1,2,2,20
2025-10-24,Donte DiVincenzo,13,0,4,3,2,0,28
2025-10-26,Donte DiVincenzo,17,2,3,3,1,0,37
2025-10-27,Donte DiVincenzo,9,3,4,2,1,0,30
2025-10-29,Donte DiVincenzo,14,4,6,3,1,0,34
2025-11-01,Donte DiVincenzo,18,3,4,5,1,0,31
2025-11-03,Donte DiVincenzo,25,9,5,6,0,1,31
2025-11-05,Donte DiVincenzo,21,3,4,5,1,0,36
2025-11-07,Donte DiVincenzo,3,6,2,1,1,1,21
2025-11-09,Donte DiVincenzo,8,4,4,1,2,1,28
2025-11-10,Donte DiVincenzo,14,1,2,1,1,1,37
2025-11-14,Donte DiVincenzo,20,6,5,5,1,0,30
2025-11-15,Donte DiVincenzo,11,5,1,1,0,0,34
2025-11-17,Donte DiVincenzo,14,5,2,3,0,2,26
2025-11-19,Donte DiVincenzo,12,5,6,4,1,0,36
2025-10-21,Luka Doncic,43,12,9,2,2,1,41
2025-10-24,Luka Doncic,49,11,8,5,0,0,35
2025-10-26,Luka Doncic,0,0,0,0,0,0,0
2025-10-27,Luka Doncic,0,0,0,0,0,0,0
2025-10-29,Luka Doncic,0,0,0,0,0,0,0
2025-10-31,Luka Doncic,44,12,6,6,0,0,39
2025-11-02,Luka Doncic,29,11,10,1,3,0,38
2025-11-03,Luka Doncic,0,0,0,0,0,0,0
2025-11-05,Luka Doncic,35,9,13,4,5,2,42
2025-11-08,Luka Doncic,22,5,11,4,1,0,27
2025-11-10,Luka Doncic,38,6,7,5,1,0,38
2025-11-12,Luka Doncic,19,7,7,1,2,0,33
2025-11-14,Luka Doncic,24,7,12,3,2,1,40
2025-11-15,Luka Doncic,41,9,6,5,1,2,38
2025-11-18,Luka Doncic,37,5,10,2,4,0,34
2025-10-22,Andre Drummond,0,1,0,0,0,0,3
2025-10-25,Andre Drummond,7,13,2,0,2,0,16
2025-10-27,Andre Drummond,4,6,1,0,1,2,23
2025-10-28,Andre Drummond,6,10,0,0,0,1,12
2025-10-31,Andre Drummond,6,2,0,1,1,1,12
2025-11-02,Andre Drummond,5,8,0,0,1,1,23
2025-11-04,Andre Drummond,0,0,0,0,0,0,0
2025-11-05,Andre Drummond,13,13,1,1,1,2,28
2025-11-08,Andre Drummond,4,8,1,0,0,1,16
2025-11-09,Andre Drummond,17,12,2,2,1,1,35
2025-11-11,Andre Drummond,14,13,0,0,0,1,33
2025-11-14,Andre Drummond,12,11,2,2,1,0,36
2025-11-17,Andre Drummond,14,18,0,1,1,0,38
2025-11-19,Andre Drummond,10,12,0,0,2,1,34
2025-11-20,Andre Drummond,3,8,1,0,1,1,18
2025-10-22,Kris Dunn,0,5,1,0,1,0,22
2025-10-24,Kris Dunn,14,2,1,2,3,0,21
2025-10-26,Kris Dunn,9,2,1,1,0,0,22
2025-10-28,Kris Dunn,5,4,0,1,0,0,26
2025-10-31,Kris Dunn,6,0,0,0,3,0,23
2025-11-03,Kris Dunn,10,3,4,2,3,0,23
2025-11-04,Kris Dunn,6,5,3,1,2,1,30
2025-11-06,Kris Dunn,9,2,6,1,1,0,24
2025-11-08,Kris Dunn,6,2,3,0,2,0,33
2025-11-10,Kris Dunn,11,2,0,1,2,1,36
2025-11-12,Kris Dunn,3,0,2,0,1,0,15
2025-11-14,Kris Dunn,9,2,5,1,2,1,32
2025-11-16,Kris Dunn,6,4,3,1,0,1,24
2025-11-17,Kris Dunn,7,2,5,1,1,0,20
2025-11-20,Kris Dunn,4,3,3,0,1,0,23
2025-10-21,Kevin Durant,23,9,3,0,0,0,47
2025-10-24,Kevin Durant,37,3,1,3,3,1,29
2025-10-27,Kevin Durant,19,6,3,0,1,0,25
2025-10-29,Kevin Durant,31,5,1,4,0,3,37
2025-11-01,Kevin Durant,26,4,1,2,2,1,30
2025-11-03,Kevin Durant,21,6,5,2,1,1,38
2025-11-05,Kevin Durant,11,4,5,1,1,1,34
2025-11-07,Kevin Durant,24,1,2,1,1,0,36
2025-11-09,Kevin Durant,31,3,7,2,0,0,37
2025-11-12,Kevin Durant,23,5,4,2,2,0,31
2025-11-14,Kevin Durant,30,5,3,3,1,0,36
2025-11-16,Kevin Durant,35,5,6,2,0,1,45
2025-11-19,Kevin Durant,20,3,3,1,0,0,37
2025-10-22,Joel Embiid,4,6,2,0,0,1,20
2025-10-25,Joel Embiid,20,2,4,3,2,0,20
2025-10-27,Joel Embiid,0,0,0,0,0,0,0
2025-10-28,Joel Embiid,25,7,5,3,0,1,23
2025-10-31,Joel Embiid,20,6,3,1,0,2,25
2025-11-02,Joel Embiid,0,0,0,0,0,0,0
2025-11-04,Joel Embiid,20,6,2,1,3,4,25
2025-11-05,Joel Embiid,0,0,0,0,0,0,0
2025-11-08,Joel Embiid,29,6,4,1,0,1,26
2025-11-09,Joel Embiid,0,0,0,0,0,0,0
2025-11-11,Joel Embiid,0,0,0,0,0,0,0
2025-11-14,Joel Embiid,0,0,0,0,0,0,0
2025-11-17,Joel Embiid,0,0,0,0,0,0,0
2025-11-19,Joel Embiid,0,0,0,0,0,0,0
2025-11-20,Joel Embiid,0,0,0,0,0,0,0
2025-10-22,Drew Eubanks,4,4,0,0,2,4,22
2025-10-24,Drew Eubanks,0,2,1,0,0,1,11
2025-10-26,Drew Eubanks,0,2,0,0,1,0,4
2025-10-28,Drew Eubanks,0,4,0,0,1,1,13
2025-10-29,Drew Eubanks,5,3,0,0,0,1,16
2025-11-01,Drew Eubanks,10,1,1,0,0,0,11
2025-11-03,Drew Eubanks,10,2,0,0,0,0,11
2025-11-05,Drew Eubanks,12,6,0,0,1,2,32
2025-11-07,Drew Eubanks,16,1,0,0,1,2,24
2025-11-09,Drew Eubanks,6,1,1,0,1,1,13
2025-11-11,Drew Eubanks,19,7,1,0,0,0,22
2025-11-12,Drew Eubanks,0,2,0,0,0,0,7
2025-11-14,Drew Eubanks,5,3,0,0,0,0,7
2025-11-16,Drew Eubanks,2,1,0,0,0,2,12
2025-11-19,Drew Eubanks,6,3,0,0,2,0,23
2025-11-20,Drew Eubanks,9,5,0,1,1,1,26
2025-10-22,Dante Exum,0,0,0,0,0,0,0
2025-10-24,Dante Exum,0,0,0,0,0,0,0
2025-10-26,Dante Exum,0,0,0,0,0,0,0
2025-10-27,Dante Exum,0,0,0,0,0,0,0
2025-10-29,Dante Exum,0,0,0,0,0,0,0
2025-11-01,Dante Exum,0,0,0,0,0,0,0
2025-11-03,Dante Exum,0,0,0,0,0,0,0
2025-11-05,Dante Exum,0,0,0,0,0,0,0
2025-11-07,Dante Exum,0,0,0,0,0,0,0
2025-11-08,Dante Exum,0,0,0,0,0,0,0
2025-11-10,Dante Exum,0,0,0,0,0,0,0
2025-11-12,Dante Exum,0,0,0,0,0,0,0
2025-11-14,Dante Exum,0,0,0,0,0,0,0
2025-11-16,Dante Exum,0,0,0,0,0,0,0
2025-11-17,Dante Exum,0,0,0,0,0,0,0
2025-11-19,Dante Exum,0,0,0,0,0,0,0
2025-10-21,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-10-24,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-10-27,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-10-29,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-01,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-03,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-05,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-07,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-09,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-12,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-14,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-16,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-11-19,Dorian Finney-Smith,0,0,0,0,0,0,0
2025-10-22,De'Aaron Fox,0,0,0,0,0,0,0
2025-10-24,De'Aaron Fox,0,0,0,0,0,0,0
2025-10-26,De'Aaron Fox,0,0,0,0,0,0,0
2025-10-27,De'Aaron Fox,0,0,0,0,0,0,0
2025-10-30,De'Aaron Fox,0,0,0,0,0,0,0
2025-11-02,De'Aaron Fox,0,0,0,0,0,0,0
2025-11-05,De'Aaron Fox,0,0,0,0,0,0,0
2025-11-07,De'Aaron Fox,0,0,0,0,0,0,0
2025-11-08,De'Aaron Fox,24,3,3,2,1,0,31
2025-11-10,De'Aaron Fox,21,4,5,1,0,0,37
2025-11-12,De'Aaron Fox,13,5,5,1,0,0,36
2025-11-14,De'Aaron Fox,24,4,10,4,3,1,33
2025-11-16,De'Aaron Fox,28,2,11,4,1,0,35
2025-11-18,De'Aaron Fox,26,1,3,3,2,1,33
2025-11-20,De'Aaron Fox,26,5,9,2,3,0,31
2025-10-22,Paul George,0,0,0,0,0,0,0
2025-10-25,Paul George,0,0,0,0,0,0,0
2025-10-27,Paul George,0,0,0,0,0,0,0
2025-10-28,Paul George,0,0,0,0,0,0,0
2025-10-31,Paul George,0,0,0,0,0,0,0
2025-11-02,Paul George,0,0,0,0,0,0,0
2025-11-04,Paul George,0,0,0,0,0,0,0
2025-11-05,Paul George,0,0,0,0,0,0,0
2025-11-08,Paul George,0,0,0,0,0,0,0
2025-11-09,Paul George,0,0,0,0,0,0,0
2025-11-11,Paul George,0,0,0,0,0,0,0
2025-11-14,Paul George,0,0,0,0,0,0,0
2025-11-17,Paul George,9,7,3,1,0,2,21
2025-11-19,Paul George,0,0,0,0,0,0,0
2025-11-20,Paul George,21,5,3,4,2,0,25
2025-10-21,Shai Gilgeous-Alexander,35,5,5,1,2,2,47
2025-10-23,Shai Gilgeous-Alexander,55,8,5,2,2,1,45
2025-10-25,Shai Gilgeous-Alexander,30,5,5,2,1,1,29
2025-10-27,Shai Gilgeous-Alexander,23,4,8,1,1,0,35
2025-10-28,Shai Gilgeous-Alexander,31,9,4,1,1,3,36
2025-10-30,Shai Gilgeous-Alexander,31,3,7,3,0,1,29
2025-11-02,Shai Gilgeous-Alexander,30,2,7,1,1,0,30
2025-11-04,Shai Gilgeous-Alexander,30,4,12,4,0,3,29
2025-11-05,Shai Gilgeous-Alexander,35,9,4,3,0,0,38
2025-11-07,Shai Gilgeous-Alexander,30,1,3,2,2,1,30
2025-11-09,Shai Gilgeous-Alexander,35,7,6,3,2,0,35
2025-11-11,Shai Gilgeous-Alexander,28,5,11,3,3,1,28
2025-11-12,Shai Gilgeous-Alexander,30,5,9,2,2,0,29
2025-11-15,Shai Gilgeous-Alexander,33,4,7,3,2,0,29
2025-11-17,Shai Gilgeous-Alexander,23,2,8,3,3,0,29
2025-11-19,Shai Gilgeous-Alexander,33,8,3,1,2,0,36
2025-10-22,Rudy Gobert,10,6,0,0,0,1,32
2025-10-24,Rudy Gobert,2,7,2,0,0,0,28
2025-10-26,Rudy Gobert,14,18,1,0,0,2,34
2025-10-27,Rudy Gobert,8,5,1,0,1,2,26
2025-10-29,Rudy Gobert,9,6,2,0,0,2,38
2025-11-01,Rudy Gobert,14,15,5,0,2,2,35
2025-11-03,Rudy Gobert,15,12,1,0,0,1,34
2025-11-05,Rudy Gobert,7,9,0,0,0,0,28
2025-11-07,Rudy Gobert,8,9,2,0,1,3,29
2025-11-09,Rudy Gobert,19,12,1,0,1,5,34
2025-11-10,Rudy Gobert,14,12,1,0,0,2,34
2025-11-14,Rudy Gobert,11,8,1,0,1,1,34
2025-11-15,Rudy Gobert,4,6,0,0,0,3,23
2025-11-17,Rudy Gobert,15,9,4,0,2,1,29
2025-11-19,Rudy Gobert,9,15,3,0,0,1,36
2025-10-23,Aaron Gordon,50,8,2,10,0,1,39
2025-10-25,Aaron Gordon,17,2,1,1,3,0,25
2025-10-27,Aaron Gordon,9,3,3,0,0,0,33
2025-10-29,Aaron Gordon,9,9,3,1,0,0,23
2025-10-31,Aaron Gordon,14,5,1,0,1,0,32
2025-11-03,Aaron Gordon,20,7,1,3,1,0,30
2025-11-05,Aaron Gordon,24,6,1,1,1,0,31
2025-11-07,Aaron Gordon,18,3,1,3,1,0,24
2025-11-08,Aaron Gordon,0,0,0,0,0,0,0
2025-11-11,Aaron Gordon,17,7,3,2,0,0,30
2025-11-12,Aaron Gordon,18,5,0,2,1,0,31
2025-11-15,Aaron Gordon,23,10,1,4,2,2,36
2025-11-17,Aaron Gordon,24,10,0,1,0,0,32
2025-11-19,Aaron Gordon,0,0,0,0,0,0,0
2025-10-22,Eric Gordon,0,0,0,0,0,0,0
2025-10-25,Eric Gordon,0,0,0,0,0,0,0
2025-10-27,Eric Gordon,8,0,0,2,1,0,11
2025-10-28,Eric Gordon,0,0,0,0,0,0,5
2025-10-31,Eric Gordon,0,0,0,0,0,0,0
2025-11-02,Eric Gordon,0,0,0,0,0,0,0
2025-11-04,Eric Gordon,0,0,0,0,0,0,0
2025-11-05,Eric Gordon,0,0,0,0,0,0,0
2025-11-08,Eric Gordon,0,0,0,0,0,0,0
2025-11-09,Eric Gordon,0,0,1,0,0,0,6
2025-11-11,Eric Gordon,0,0,0,0,0,0,0
2025-11-14,Eric Gordon,0,0,0,0,0,0,0
2025-11-17,Eric Gordon,0,0,0,0,0,0,0
2025-11-19,Eric Gordon,0,0,0,0,0,0,0
2025-11-20,Eric Gordon,0,0,0,0,0,0,0
2025-10-22,Jerami Grant,29,3,1,4,0,1,28
2025-10-24,Jerami Grant,22,2,2,2,1,0,28
2025-10-26,Jerami Grant,17,2,0,2,1,1,29
2025-10-27,Jerami Grant,22,3,3,3,3,1,28
2025-10-29,Jerami Grant,18,3,1,3,2,0,25
2025-10-31,Jerami Grant,16,5,0,1,2,1,32
2025-11-03,Jerami Grant,18,3,4,2,2,0,31
2025-11-05,Jerami Grant,20,5,5,2,0,1,34
2025-11-08,Jerami Grant,18,3,4,1,1,0,22
2025-11-10,Jerami Grant,17,1,4,2,0,1,31
2025-11-12,Jerami Grant,2,2,1,0,0,0,7
2025-11-14,Jerami Grant,13,2,3,1,0,0,29
2025-11-16,Jerami Grant,26,5,2,4,0,0,39
2025-11-18,Jerami Grant,0,0,0,0,0,0,0
2025-11-19,Jerami Grant,33,9,4,5,0,0,37
2025-10-21,Draymond Green,8,7,9,1,1,2,28
2025-10-23,Draymond Green,13,8,8,2,0,1,34
2025-10-24,Draymond Green,12,3,5,3,0,0,20
2025-10-27,Draymond Green,7,4,10,2,1,0,28
2025-10-28,Draymond Green,7,7,4,1,3,0,31
2025-10-30,Draymond Green,7,4,6,1,0,1,26
2025-11-01,Draymond Green,8,10,1,2,0,0,30
2025-11-04,Draymond Green,2,6,8,0,1,1,33
2025-11-05,Draymond Green,0,0,0,0,0,0,0
2025-11-07,Draymond Green,17,6,4,5,1,1,26
2025-11-09,Draymond Green,3,2,3,1,0,0,25
2025-11-11,Draymond Green,3,2,4,1,1,0,22
2025-11-12,Draymond Green,6,5,4,0,1,0,27
2025-11-14,Draymond Green,6,8,8,0,0,3,33
2025-11-16,Draymond Green,8,10,6,2,2,1,25
2025-11-18,Draymond Green,12,6,6,2,0,2,32
2025-11-19,Draymond Green,0,0,0,0,0,0,0
2025-10-21,Jeff Green,0,0,0,0,0,0,0
2025-10-24,Jeff Green,0,0,0,0,0,0,0
2025-10-27,Jeff Green,3,0,0,1,0,0,4
2025-10-29,Jeff Green,0,0,0,0,0,0,0
2025-11-01,Jeff Green,6,0,0,2,0,1,7
2025-11-03,Jeff Green,0,0,0,0,0,0,0
2025-11-05,Jeff Green,0,1,0,0,0,0,2
2025-11-07,Jeff Green,0,0,0,0,0,0,0
2025-11-09,Jeff Green,0,0,0,0,0,0,0
2025-11-12,Jeff Green,3,1,0,1,0,0,3
2025-11-14,Jeff Green,0,0,0,0,0,0,4
2025-11-16,Jeff Green,0,0,0,0,0,0,0
2025-11-19,Jeff Green,0,0,0,0,0,0,0
2025-10-23,Tim Hardaway Jr.,10,2,0,2,1,0,22
2025-10-25,Tim Hardaway Jr.,4,0,0,1,1,0,26
2025-10-27,Tim Hardaway Jr.,20,1,3,4,0,0,32
2025-10-29,Tim Hardaway Jr.,11,1,1,3,0,0,14
2025-10-31,Tim Hardaway Jr.,11,2,2,2,1,0,22
2025-11-03,Tim Hardaway Jr.,5,2,2,1,1,0,23
2025-11-05,Tim Hardaway Jr.,18,3,0,4,0,0,24
2025-11-07,Tim Hardaway Jr.,7,3,2,1,0,0,19
2025-11-08,Tim Hardaway Jr.,17,3,4,5,0,0,24
2025-11-11,Tim Hardaway Jr.,6,2,1,2,0,0,24
2025-11-12,Tim Hardaway Jr.,12,1,3,3,1,0,21
2025-11-15,Tim Hardaway Jr.,23,3,1,5,0,1,29
2025-11-17,Tim Hardaway Jr.,4,2,0,0,3,0,16
2025-11-19,Tim Hardaway Jr.,7,1,1,1,0,0,23
2025-10-22,James Harden,15,2,11,2,0,0,29
2025-10-24,James Harden,30,7,7,5,0,1,28
2025-10-26,James Harden,20,6,13,2,3,0,37
2025-10-28,James Harden,20,4,1,1,2,0,32
2025-10-31,James Harden,24,5,14,4,2,0,39
2025-11-03,James Harden,29,7,8,6,1,0,39
2025-11-04,James Harden,25,6,6,5,1,0,30
2025-11-06,James Harden,0,0,0,0,0,0,0
2025-11-08,James Harden,13,0,13,2,0,0,41
2025-11-10,James Harden,35,10,11,6,0,2,39
2025-11-12,James Harden,23,8,5,1,0,0,30
2025-11-14,James Harden,41,14,11,6,1,2,51
2025-11-16,James Harden,37,7,8,5,1,0,38
2025-11-17,James Harden,28,6,5,2,1,2,37
2025-11-20,James Harden,31,5,8,5,2,0,31
2025-10-22,Gary Harris,0,0,0,0,0,0,2
2025-10-24,Gary Harris,0,0,0,0,0,0,0
2025-10-26,Gary Harris,0,0,0,0,0,0,0
2025-10-28,Gary Harris,0,0,0,0,0,0,0
2025-10-30,Gary Harris,0,1,2,0,0,0,4
2025-11-01,Gary Harris,0,0,0,0,0,0,0
2025-11-03,Gary Harris,0,0,0,0,0,0,0
2025-11-04,Gary Harris,2,1,0,0,1,0,8
2025-11-07,Gary Harris,0,0,0,0,0,0,0
2025-11-09,Gary Harris,0,0,0,0,0,0,0
2025-11-10,Gary Harris,0,0,0,0,1,0,2
2025-11-12,Gary Harris,0,0,1,0,1,0,6
2025-11-14,Gary Harris,10,1,0,2,2,1,23
2025-11-15,Gary Harris,6,1,1,2,0,1,26
2025-11-17,Gary Harris,2,0,0,0,0,0,5
2025-11-20,Gary Harris,3,2,2,1,1,0,20
2025-10-22,Tobias Harris,10,9,4,1,1,0,34
2025-10-24,Tobias Harris,9,8,4,1,1,1,40
2025-10-26,Tobias Harris,18,8,4,2,0,0,35
2025-10-27,Tobias Harris,10,3,1,2,1,0,18
2025-10-29,Tobias Harris,23,2,3,1,2,0,30
2025-11-01,Tobias Harris,11,6,1,1,0,0,36
2025-11-03,Tobias Harris,0,0,0,0,0,0,0
2025-11-05,Tobias Harris,0,0,0,0,0,0,0
2025-11-07,Tobias Harris,0,0,0,0,0,0,0
2025-11-09,Tobias Harris,0,0,0,0,0,0,0
2025-11-10,Tobias Harris,0,0,0,0,0,0,0
2025-11-12,Tobias Harris,0,0,0,0,0,0,0
2025-11-14,Tobias Harris,0,0,0,0,0,0,0
2025-11-17,Tobias Harris,0,0,0,0,0,0,0
2025-11-18,Tobias Harris,0,0,0,0,0,0,0
2025-10-21,Isaiah Hartenstein,6,8,5,0,2,0,37
2025-10-23,Isaiah Hartenstein,5,14,2,0,0,0,37
2025-10-25,Isaiah Hartenstein,14,10,2,0,2,0,29
2025-10-27,Isaiah Hartenstein,16,12,0,0,1,0,30
2025-10-28,Isaiah Hartenstein,4,14,3,0,0,2,31
2025-10-30,Isaiah Hartenstein,17,8,5,0,2,0,26
2025-11-02,Isaiah Hartenstein,14,14,8,0,1,1,26
2025-11-04,Isaiah Hartenstein,10,7,3,0,4,0,23
2025-11-05,Isaiah Hartenstein,10,11,3,0,2,0,31
2025-11-07,Isaiah Hartenstein,33,19,3,0,1,3,31
2025-11-09,Isaiah Hartenstein,18,13,2,0,0,1,30
2025-11-11,Isaiah Hartenstein,8,7,2,0,0,1,20
2025-11-12,Isaiah Hartenstein,11,8,0,0,1,0,20
2025-11-15,Isaiah Hartenstein,12,12,5,0,1,0,30
2025-11-17,Isaiah Hartenstein,16,7,6,0,4,1,27
2025-11-19,Isaiah Hartenstein,4,12,3,0,0,2,27
2025-10-22,Josh Hart,0,0,0,0,0,0,0
2025-10-24,Josh Hart,2,14,3,0,0,0,19
2025-10-26,Josh Hart,6,5,5,0,1,0,29
2025-10-28,Josh Hart,3,4,4,1,2,0,26
2025-10-31,Josh Hart,0,1,1,0,0,0,15
